Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:7.4284 	Average Loss:  0.4855023766309023
Iteration:  200 	s:7.1853 	Average Loss:  0.3380419645101938
Iteration:  300 	s:7.2017 	Average Loss:  0.2716007952371001
Iteration:  400 	s:7.2909 	Average Loss:  0.2010821214749012
Iteration:  500 	s:7.4813 	Average Loss:  0.17376466897316278
Iteration:  600 	s:7.2774 	Average Loss:  0.2732926777869579
Iteration:  700 	s:7.1488 	Average Loss:  0.20655416644402522
Iteration:  800 	s:7.2931 	Average Loss:  0.18782566853568142
Iteration:  900 	s:7.1872 	Average Loss:  0.07677721373359425
Iteration:  1000 	s:7.1575 	Average Loss:  0.19644472869209295
Iteration:  1100 	s:7.3833 	Average Loss:  0.10648846311913075
Iteration:  1200 	s:7.3688 	Average Loss:  0.10793573947723871
Iteration:  1300 	s:7.0594 	Average Loss:  0.11056687805575692
Iteration:  1400 	s:7.1535 	Average Loss:  0.14048502723626768
Iteration:  1500 	s:7.4261 	Average Loss:  0.12278866898824049
Iteration:  1600 	s:7.4112 	Average Loss:  0.05502578804283978
Iteration:  1700 	s:7.3444 	Average Loss:  0.07999576713904673
Iteration:  1800 	s:7.2238 	Average Loss:  0.036717048956994486
Iteration:  1900 	s:7.1877 	Average Loss:  0.12888833005524056
Iteration:  2000 	s:7.1629 	Average Loss:  0.08165713866426813
Iteration:  2100 	s:7.4075 	Average Loss:  0.06431960884929026
Iteration:  2200 	s:7.4108 	Average Loss:  0.12398572788244792
Iteration:  2300 	s:7.1673 	Average Loss:  0.08355407072499305
Iteration:  2400 	s:7.2063 	Average Loss:  0.12501422339548982
Iteration:  2500 	s:7.3548 	Average Loss:  0.046635019317999064
Iteration:  2600 	s:7.0876 	Average Loss:  0.05567870215075693
Iteration:  2700 	s:7.2670 	Average Loss:  0.148425223001449
Iteration:  2800 	s:7.1923 	Average Loss:  0.07385995045042364
Iteration:  2900 	s:7.2614 	Average Loss:  0.07263489708547353
Iteration:  3000 	s:7.4747 	Average Loss:  0.09220506605962925
Iteration:  3100 	s:7.4647 	Average Loss:  0.020842807417141104
Iteration:  3200 	s:7.0615 	Average Loss:  0.07785010791075678
Iteration:  3300 	s:7.2470 	Average Loss:  0.11550692952788268
Iteration:  3400 	s:7.0186 	Average Loss:  0.056534911076519735
Iteration:  3500 	s:7.1098 	Average Loss:  0.10869732283298006
Iteration:  3600 	s:7.3585 	Average Loss:  0.16582806657087446
Iteration:  3700 	s:7.2821 	Average Loss:  0.09162337485263379
Iteration:  3800 	s:7.4477 	Average Loss:  0.04807550867657824
Iteration:  3900 	s:7.3322 	Average Loss:  0.07875610149547782
Iteration:  4000 	s:7.3300 	Average Loss:  0.0625371507151344
Iteration:  4100 	s:7.3286 	Average Loss:  0.0685108188734123
Iteration:  4200 	s:7.3491 	Average Loss:  0.0927516139308409
Iteration:  4300 	s:7.2936 	Average Loss:  0.05489938652005378
Iteration:  4400 	s:7.2258 	Average Loss:  0.1564226751408666
Iteration:  4500 	s:7.3024 	Average Loss:  0.05997361292090488
Iteration:  4600 	s:7.3734 	Average Loss:  0.025660626190930246
Iteration:  4700 	s:7.3216 	Average Loss:  0.051067828128888305
Iteration:  4800 	s:7.5584 	Average Loss:  0.11815036229433325
Iteration:  4900 	s:7.2827 	Average Loss:  0.047551821546297966
Iteration:  5000 	s:7.3199 	Average Loss:  0.02540182597277898
Epoch time:  364.29076623916626
Epoch 2
Iteration:  5100 	s:7.3105 	Average Loss:  0.024110013575814514
Iteration:  5200 	s:7.2575 	Average Loss:  0.05197470076872641
Iteration:  5300 	s:7.1919 	Average Loss:  0.06216307132300354
Iteration:  5400 	s:7.5863 	Average Loss:  0.06866114929023417
Iteration:  5500 	s:7.4914 	Average Loss:  0.060349915402268264
Iteration:  5600 	s:7.2438 	Average Loss:  0.08028780310173503
Iteration:  5700 	s:7.3521 	Average Loss:  0.13347869071219803
Iteration:  5800 	s:7.3677 	Average Loss:  0.05808509501104254
Iteration:  5900 	s:7.1591 	Average Loss:  0.04412973251955201
Iteration:  6000 	s:7.3765 	Average Loss:  0.07910247221463497
Iteration:  6100 	s:7.6605 	Average Loss:  0.04557687048270921
Iteration:  6200 	s:7.3270 	Average Loss:  0.010551105078261286
Iteration:  6300 	s:7.4984 	Average Loss:  0.05562818570273308
Iteration:  6400 	s:7.7576 	Average Loss:  0.06569048626991111
