Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:7.9504 	Average Loss:  1.7660468509793281
Iteration:  200 	s:7.2431 	Average Loss:  1.7058835191279649
Iteration:  300 	s:7.2725 	Average Loss:  1.2345171327143907
Iteration:  400 	s:7.1237 	Average Loss:  0.8526295778370513
Iteration:  500 	s:6.8655 	Average Loss:  0.5706251710934134
Iteration:  600 	s:7.0103 	Average Loss:  0.5723996732206069
Iteration:  700 	s:7.1909 	Average Loss:  0.4471011583390487
Iteration:  800 	s:6.8469 	Average Loss:  0.43101462864681706
Iteration:  900 	s:6.7725 	Average Loss:  0.4431502646041349
Iteration:  1000 	s:6.8613 	Average Loss:  0.3718211276136256
Iteration:  1100 	s:6.6347 	Average Loss:  0.3771705490409397
Iteration:  1200 	s:6.7993 	Average Loss:  0.3622991676010088
Iteration:  1300 	s:6.7468 	Average Loss:  0.2715969916424018
Iteration:  1400 	s:6.7587 	Average Loss:  0.36419722462379467
Iteration:  1500 	s:7.0378 	Average Loss:  0.3516069812445528
Iteration:  1600 	s:6.4704 	Average Loss:  0.19405517001475311
Iteration:  1700 	s:6.4824 	Average Loss:  0.24728981797232982
Iteration:  1800 	s:7.0813 	Average Loss:  0.42917976006404956
Iteration:  1900 	s:6.8325 	Average Loss:  0.33191752175380773
Iteration:  2000 	s:6.6199 	Average Loss:  0.30109689068643664
Iteration:  2100 	s:6.4878 	Average Loss:  0.30535888962703717
Iteration:  2200 	s:6.6576 	Average Loss:  0.3431393171517641
Iteration:  2300 	s:6.6544 	Average Loss:  0.2580015466564999
Iteration:  2400 	s:6.5390 	Average Loss:  0.18328272510857233
Iteration:  2500 	s:6.3208 	Average Loss:  0.17358156527738622
Iteration:  2600 	s:6.4559 	Average Loss:  0.305704290823054
Iteration:  2700 	s:6.4664 	Average Loss:  0.1468527384610473
Iteration:  2800 	s:6.4604 	Average Loss:  0.1913043646974047
Iteration:  2900 	s:6.5762 	Average Loss:  0.29618412701498664
Iteration:  3000 	s:6.7295 	Average Loss:  0.24794698055548298
Iteration:  3100 	s:6.5162 	Average Loss:  0.1663447754822181
Iteration:  3200 	s:6.4186 	Average Loss:  0.2583456050629277
Iteration:  3300 	s:6.3868 	Average Loss:  0.17132672219032954
Iteration:  3400 	s:6.3523 	Average Loss:  0.18837408776563921
Iteration:  3500 	s:6.6609 	Average Loss:  0.20925290358652318
Iteration:  3600 	s:6.4981 	Average Loss:  0.20330967108417536
Iteration:  3700 	s:6.6169 	Average Loss:  0.31275148093956884
Iteration:  3800 	s:6.7036 	Average Loss:  0.14564589025196142
Iteration:  3900 	s:6.4530 	Average Loss:  0.15956141610552435
Iteration:  4000 	s:6.4937 	Average Loss:  0.2999758029349546
Iteration:  4100 	s:6.5196 	Average Loss:  0.18327263093154506
Iteration:  4200 	s:6.4456 	Average Loss:  0.1494361843315248
Iteration:  4300 	s:6.2763 	Average Loss:  0.1611290099273675
Iteration:  4400 	s:6.3135 	Average Loss:  0.29874425631444135
Iteration:  4500 	s:6.8514 	Average Loss:  0.20296120888132635
Iteration:  4600 	s:6.3834 	Average Loss:  0.15695912902715464
Iteration:  4700 	s:6.1995 	Average Loss:  0.1659510092298075
Iteration:  4800 	s:6.3483 	Average Loss:  0.153216071943948
Iteration:  4900 	s:6.3878 	Average Loss:  0.2265599559736479
Iteration:  5000 	s:6.2633 	Average Loss:  0.09201045501796724
Epoch time:  333.1015501022339
Epoch 2
Iteration:  5100 	s:6.1239 	Average Loss:  0.14101450698969573
Iteration:  5200 	s:6.3642 	Average Loss:  0.18463264515754524
Iteration:  5300 	s:6.2923 	Average Loss:  0.12361100310324855
Iteration:  5400 	s:6.4087 	Average Loss:  0.11798060109586526
Iteration:  5500 	s:6.1136 	Average Loss:  0.22296073400629013
Iteration:  5600 	s:6.4322 	Average Loss:  0.147916923905626
Iteration:  5700 	s:6.2582 	Average Loss:  0.2235744548389165
Iteration:  5800 	s:6.3992 	Average Loss:  0.09537466861062666
Iteration:  5900 	s:6.3010 	Average Loss:  0.07834849193151698
Iteration:  6000 	s:6.1417 	Average Loss:  0.1028400272456998
Iteration:  6100 	s:6.2736 	Average Loss:  0.20055517239634138
Iteration:  6200 	s:6.4584 	Average Loss:  0.11012231626303287
Iteration:  6300 	s:6.1331 	Average Loss:  0.1057834447459232
Iteration:  6400 	s:6.0799 	Average Loss:  0.14084981285928655
