Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:8.8387 	Average Loss:  0.24713940165936946
Iteration:  200 	s:8.6065 	Average Loss:  0.24819208160042763
Iteration:  300 	s:8.5758 	Average Loss:  0.3580732944980264
Iteration:  400 	s:8.4065 	Average Loss:  0.2591767758131027
Iteration:  500 	s:8.0452 	Average Loss:  0.40203804984688757
Iteration:  600 	s:8.4223 	Average Loss:  0.30311466872692105
Iteration:  700 	s:8.6019 	Average Loss:  0.3361054533347487
Iteration:  800 	s:8.4420 	Average Loss:  0.3471013932302594
Iteration:  900 	s:8.4209 	Average Loss:  0.3360840390995145
Iteration:  1000 	s:8.5311 	Average Loss:  0.3689153734967113
Iteration:  1100 	s:8.4070 	Average Loss:  0.3248154452070594
Iteration:  1200 	s:8.6252 	Average Loss:  0.2712168427184224
Iteration:  1300 	s:8.6364 	Average Loss:  0.3675997564770114
Iteration:  1400 	s:8.3517 	Average Loss:  0.4926338108163327
Iteration:  1500 	s:8.3835 	Average Loss:  0.29210597313329345
Iteration:  1600 	s:8.1470 	Average Loss:  0.29803493440602324
Iteration:  1700 	s:8.3292 	Average Loss:  0.25005280261975715
Iteration:  1800 	s:8.0360 	Average Loss:  0.26506780042662287
Iteration:  1900 	s:8.4084 	Average Loss:  0.2290185641683638
Iteration:  2000 	s:8.5679 	Average Loss:  0.3572704470070312
Iteration:  2100 	s:8.6171 	Average Loss:  0.29325041860633067
Iteration:  2200 	s:8.2658 	Average Loss:  0.3328536570217511
Iteration:  2300 	s:8.2873 	Average Loss:  0.35259234998346073
Iteration:  2400 	s:8.4296 	Average Loss:  0.3258399278705474
Iteration:  2500 	s:8.1857 	Average Loss:  0.35448476287303493
Iteration:  2600 	s:8.0982 	Average Loss:  0.27441473304836106
Iteration:  2700 	s:8.2827 	Average Loss:  0.25936504291308665
Iteration:  2800 	s:8.4284 	Average Loss:  0.2921563578385394
Iteration:  2900 	s:8.8955 	Average Loss:  0.319827744448412
Iteration:  3000 	s:8.3123 	Average Loss:  0.22602216004839193
Iteration:  3100 	s:8.3705 	Average Loss:  0.2536880000946576
Iteration:  3200 	s:8.0775 	Average Loss:  0.3046906723502491
Iteration:  3300 	s:8.1218 	Average Loss:  0.3122989179045908
Iteration:  3400 	s:8.0567 	Average Loss:  0.3184917178964315
Iteration:  3500 	s:8.2813 	Average Loss:  0.23201505666424055
Iteration:  3600 	s:8.5439 	Average Loss:  0.25336559000003034
Iteration:  3700 	s:8.5439 	Average Loss:  0.29884504280547847
Iteration:  3800 	s:8.6029 	Average Loss:  0.24682373976196686
Iteration:  3900 	s:8.3271 	Average Loss:  0.26198208210736995
Iteration:  4000 	s:8.0741 	Average Loss:  0.24205738310722155
Iteration:  4100 	s:8.1088 	Average Loss:  0.24881143119141597
Iteration:  4200 	s:7.8195 	Average Loss:  0.23447860658285208
Iteration:  4300 	s:8.0406 	Average Loss:  0.2937166124560963
Iteration:  4400 	s:8.3831 	Average Loss:  0.28266267545901885
Iteration:  4500 	s:8.3855 	Average Loss:  0.18686228144584674
Iteration:  4600 	s:8.0381 	Average Loss:  0.1771763678474099
Iteration:  4700 	s:7.8625 	Average Loss:  0.17414855623617484
Iteration:  4800 	s:7.6187 	Average Loss:  0.1840081465097859
Iteration:  4900 	s:7.3895 	Average Loss:  0.29133756532624033
Iteration:  5000 	s:7.2539 	Average Loss:  0.15107679464469356
Epoch time:  414.5592842102051
Epoch 2
Iteration:  5100 	s:7.0719 	Average Loss:  0.12620866946558296
Iteration:  5200 	s:6.9043 	Average Loss:  0.1463552968398102
Iteration:  5300 	s:7.0035 	Average Loss:  0.18980110631349895
Iteration:  5400 	s:7.0652 	Average Loss:  0.1568292209882975
Iteration:  5500 	s:7.0417 	Average Loss:  0.17981771267228738
Iteration:  5600 	s:6.7613 	Average Loss:  0.18308060573106616
Iteration:  5700 	s:7.0168 	Average Loss:  0.2050364640057707
Iteration:  5800 	s:6.8694 	Average Loss:  0.200111111839808
Iteration:  5900 	s:6.8310 	Average Loss:  0.19993041351238106
Iteration:  6000 	s:6.7527 	Average Loss:  0.1829141468230179
Iteration:  6100 	s:6.9862 	Average Loss:  0.1661755697416487
Iteration:  6200 	s:6.5138 	Average Loss:  0.14222143880032928
Iteration:  6300 	s:6.5994 	Average Loss:  0.20471831532520277
Iteration:  6400 	s:6.8676 	Average Loss:  0.26650341817947265
Iteration:  6500 	s:6.9163 	Average Loss:  0.20173931039736545
Iteration:  6600 	s:6.9316 	Average Loss:  0.11583707820452503
Iteration:  6700 	s:6.7967 	Average Loss:  0.14233994068251257
Iteration:  6800 	s:6.7584 	Average Loss:  0.19264199733000434
Iteration:  6900 	s:7.0041 	Average Loss:  0.1258170970731726
Iteration:  7000 	s:6.5470 	Average Loss:  0.20966586634069437
Iteration:  7100 	s:6.7973 	Average Loss:  0.1478221632341115
Iteration:  7200 	s:7.0468 	Average Loss:  0.19974385407016604
Iteration:  7300 	s:6.9337 	Average Loss:  0.18430853597831828
Iteration:  7400 	s:6.9785 	Average Loss:  0.15756374004716975
Iteration:  7500 	s:6.8416 	Average Loss:  0.19390406754752632
Iteration:  7600 	s:6.9010 	Average Loss:  0.14208228032774464
Iteration:  7700 	s:7.0401 	Average Loss:  0.14771070785569607
Iteration:  7800 	s:7.0615 	Average Loss:  0.14344099005447788
Iteration:  7900 	s:7.0258 	Average Loss:  0.13111339546616135
Iteration:  8000 	s:6.6617 	Average Loss:  0.14199311167509365
Iteration:  8100 	s:6.7095 	Average Loss:  0.13180607330424163
Iteration:  8200 	s:6.7371 	Average Loss:  0.10292978623192778
Iteration:  8300 	s:6.5950 	Average Loss:  0.12132154681980153
Iteration:  8400 	s:6.3617 	Average Loss:  0.13072508519816442
Iteration:  8500 	s:6.4696 	Average Loss:  0.10897654356445408
Iteration:  8600 	s:6.5566 	Average Loss:  0.19368179820976983
Iteration:  8700 	s:6.7172 	Average Loss:  0.15240858430500065
Iteration:  8800 	s:6.8930 	Average Loss:  0.18613981062046783
Iteration:  8900 	s:6.6136 	Average Loss:  0.14214143498865883
Iteration:  9000 	s:6.8652 	Average Loss:  0.15332823990743133
Iteration:  9100 	s:6.8706 	Average Loss:  0.12258653768167165
Iteration:  9200 	s:6.6451 	Average Loss:  0.12986079237793657
Iteration:  9300 	s:6.6378 	Average Loss:  0.12722290325849772
Iteration:  9400 	s:6.4864 	Average Loss:  0.1492062178263247
Iteration:  9500 	s:6.4882 	Average Loss:  0.14450700913584957
Iteration:  9600 	s:6.6348 	Average Loss:  0.08978948152131991
Iteration:  9700 	s:6.6972 	Average Loss:  0.11153234404936427
Iteration:  9800 	s:6.3521 	Average Loss:  0.0985080331681086
Iteration:  9900 	s:6.3952 	Average Loss:  0.1382913256906424
Iteration:  10000 	s:6.6265 	Average Loss:  0.08069081518257193
Epoch time:  338.87186574935913
Epoch 3
Iteration:  10100 	s:6.3652 	Average Loss:  0.05500839009075964
Iteration:  10200 	s:6.3205 	Average Loss:  0.06775968047844624
Iteration:  10300 	s:6.4522 	Average Loss:  0.17542398219015673
Iteration:  10400 	s:6.5476 	Average Loss:  0.14601223050887122
Iteration:  10500 	s:6.9404 	Average Loss:  0.09233582128554893
Iteration:  10600 	s:6.8369 	Average Loss:  0.14515069924378332
Iteration:  10700 	s:6.7299 	Average Loss:  0.1271827139102005
Iteration:  10800 	s:6.7355 	Average Loss:  0.10757517333145239
Iteration:  10900 	s:6.6678 	Average Loss:  0.10456232965873369
Iteration:  11000 	s:6.3047 	Average Loss:  0.07806649027719154
Iteration:  11100 	s:6.3334 	Average Loss:  0.06093649151179426
Iteration:  11200 	s:6.0725 	Average Loss:  0.057308551384388
Iteration:  11300 	s:5.8710 	Average Loss:  0.09177207936908253
Iteration:  11400 	s:5.8761 	Average Loss:  0.17246175533660046
Iteration:  11500 	s:6.7499 	Average Loss:  0.16056381340750697
Iteration:  11600 	s:6.5487 	Average Loss:  0.07725267199628667
Iteration:  11700 	s:6.6815 	Average Loss:  0.09062436378993216
Iteration:  11800 	s:6.4703 	Average Loss:  0.129533667253626
Iteration:  11900 	s:6.6444 	Average Loss:  0.07787339042513469
Iteration:  12000 	s:6.3936 	Average Loss:  0.14823570752689666
Iteration:  12100 	s:6.5120 	Average Loss:  0.10493125967903817
Iteration:  12200 	s:6.6608 	Average Loss:  0.14653399785340868
Iteration:  12300 	s:6.9546 	Average Loss:  0.14766104503939176
Iteration:  12400 	s:6.8522 	Average Loss:  0.15691862398928308
Iteration:  12500 	s:6.6896 	Average Loss:  0.19235680828472168
Iteration:  12600 	s:6.9098 	Average Loss:  0.07646022092129852
Iteration:  12700 	s:6.6738 	Average Loss:  0.08762230104568129
