Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:23.3201 	Average Loss:  2.9755481374263764
Iteration:  200 	s:17.0768 	Average Loss:  2.7202415442466736
Iteration:  300 	s:16.9650 	Average Loss:  2.573832897543907
Iteration:  400 	s:16.8925 	Average Loss:  2.4008971881866454
Iteration:  500 	s:16.5217 	Average Loss:  2.40231474339962
Iteration:  600 	s:16.7839 	Average Loss:  2.153600204885006
Iteration:  700 	s:16.7562 	Average Loss:  2.0828896725177763
Iteration:  800 	s:16.3377 	Average Loss:  1.950626881569624
Iteration:  900 	s:15.8084 	Average Loss:  1.4572501736157575
Iteration:  1000 	s:15.8903 	Average Loss:  0.99601660375949
Iteration:  1100 	s:14.3739 	Average Loss:  0.5243113838213321
Iteration:  1200 	s:14.7337 	Average Loss:  1.036201654227334
Iteration:  1300 	s:14.8430 	Average Loss:  0.7078307322262117
Iteration:  1400 	s:14.6161 	Average Loss:  0.7561670788346965
Iteration:  1500 	s:14.8247 	Average Loss:  0.7561866036403808
Iteration:  1600 	s:14.9363 	Average Loss:  0.6297264298938535
Iteration:  1700 	s:14.1791 	Average Loss:  0.3797190164483618
Iteration:  1800 	s:13.3399 	Average Loss:  0.31105694181489524
Iteration:  1900 	s:14.0410 	Average Loss:  0.41735284326445254
Iteration:  2000 	s:14.4357 	Average Loss:  0.5471240621246397
Iteration:  2100 	s:13.3923 	Average Loss:  0.43399252631050333
Iteration:  2200 	s:13.8324 	Average Loss:  0.5534311578758934
Iteration:  2300 	s:12.9434 	Average Loss:  0.39710713023334393
Iteration:  2400 	s:14.1265 	Average Loss:  0.4873399702535244
Iteration:  2500 	s:14.2014 	Average Loss:  0.32618503416379097
Iteration:  2600 	s:13.8699 	Average Loss:  0.3505818859302367
Iteration:  2700 	s:13.5799 	Average Loss:  0.47716440690561285
Iteration:  2800 	s:13.3790 	Average Loss:  0.3269046796395014
Iteration:  2900 	s:13.5732 	Average Loss:  0.36993913529091516
Iteration:  3000 	s:14.1900 	Average Loss:  0.5273910286617319
Iteration:  3100 	s:13.4774 	Average Loss:  0.18789296996390475
Iteration:  3200 	s:13.1546 	Average Loss:  0.25892971042353563
Iteration:  3300 	s:13.1497 	Average Loss:  0.28887957006689247
Iteration:  3400 	s:13.0840 	Average Loss:  0.34558651920187416
Iteration:  3500 	s:13.3218 	Average Loss:  0.3435696530754599
Iteration:  3600 	s:12.7532 	Average Loss:  0.18350103159143147
Iteration:  3700 	s:12.9058 	Average Loss:  0.26047195147783897
Iteration:  3800 	s:13.5534 	Average Loss:  0.3664255606488678
Iteration:  3900 	s:12.3845 	Average Loss:  0.1364529606125143
Iteration:  4000 	s:12.8120 	Average Loss:  0.3638707769982102
Iteration:  4100 	s:13.1070 	Average Loss:  0.23538674591840392
Iteration:  4200 	s:13.2662 	Average Loss:  0.3190310869709083
Iteration:  4300 	s:12.5212 	Average Loss:  0.2677342560774095
Iteration:  4400 	s:13.0932 	Average Loss:  0.31848265802915193
Iteration:  4500 	s:13.6520 	Average Loss:  0.46383861671149135
Iteration:  4600 	s:13.3784 	Average Loss:  0.37913538455817614
Iteration:  4700 	s:12.4319 	Average Loss:  0.20356177140241927
Iteration:  4800 	s:13.1417 	Average Loss:  0.33557594015922404
Iteration:  4900 	s:13.5779 	Average Loss:  0.2746215036113063
Iteration:  5000 	s:13.2836 	Average Loss:  0.23968721815832394
Epoch time:  715.9367771148682
Epoch 2
