Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:8.0632 	Average Loss:  0.6147133260965347
Iteration:  200 	s:7.8927 	Average Loss:  0.4325121843942907
Iteration:  300 	s:7.9053 	Average Loss:  0.4372399494308047
Iteration:  400 	s:7.9478 	Average Loss:  0.5202577380450748
Iteration:  500 	s:8.1306 	Average Loss:  0.42883458750351566
Iteration:  600 	s:7.8704 	Average Loss:  0.3633587178456946
Iteration:  700 	s:7.7191 	Average Loss:  0.48995980763311764
Iteration:  800 	s:7.9422 	Average Loss:  0.44473235399069383
Iteration:  900 	s:8.1122 	Average Loss:  0.43092987681484374
Iteration:  1000 	s:7.9110 	Average Loss:  0.3790995735120305
Iteration:  1100 	s:7.7480 	Average Loss:  0.2992182519420021
Iteration:  1200 	s:7.9977 	Average Loss:  0.30123379183354243
Iteration:  1300 	s:7.9558 	Average Loss:  0.34962138598064485
Iteration:  1400 	s:7.9561 	Average Loss:  0.2856403298723126
Iteration:  1500 	s:8.0114 	Average Loss:  0.31782861849939936
Iteration:  1600 	s:7.9200 	Average Loss:  0.2338745442178424
Iteration:  1700 	s:7.7762 	Average Loss:  0.23697813693609818
Iteration:  1800 	s:8.0080 	Average Loss:  0.2976130197679913
Iteration:  1900 	s:7.9077 	Average Loss:  0.2615398888226082
Iteration:  2000 	s:7.8920 	Average Loss:  0.30367896896271646
Iteration:  2100 	s:7.8677 	Average Loss:  0.2935548093635407
Iteration:  2200 	s:7.8280 	Average Loss:  0.2886815983544216
Iteration:  2300 	s:7.7165 	Average Loss:  0.2539861158791036
Iteration:  2400 	s:7.8538 	Average Loss:  0.28920320086790924
Iteration:  2500 	s:7.8675 	Average Loss:  0.1630828224351535
Iteration:  2600 	s:7.7440 	Average Loss:  0.2492021037879937
Iteration:  2700 	s:7.8028 	Average Loss:  0.17886153081221437
Iteration:  2800 	s:7.9200 	Average Loss:  0.20524218081475737
Iteration:  2900 	s:7.7705 	Average Loss:  0.20037960311738062
Iteration:  3000 	s:7.7614 	Average Loss:  0.17578888332888043
Iteration:  3100 	s:7.8441 	Average Loss:  0.2206983322139422
Iteration:  3200 	s:7.8347 	Average Loss:  0.33992204776120616
Iteration:  3300 	s:7.8603 	Average Loss:  0.2603904708117352
Iteration:  3400 	s:7.6739 	Average Loss:  0.12754993860342212
Iteration:  3500 	s:7.6183 	Average Loss:  0.18167415765974307
Iteration:  3600 	s:7.6434 	Average Loss:  0.20714223269487156
Iteration:  3700 	s:7.7853 	Average Loss:  0.2705020478254119
Iteration:  3800 	s:7.8441 	Average Loss:  0.12665882898464134
Iteration:  3900 	s:7.6019 	Average Loss:  0.08919332697860295
Iteration:  4000 	s:7.6867 	Average Loss:  0.29746900157551837
Iteration:  4100 	s:7.5862 	Average Loss:  0.16161602446370082
Iteration:  4200 	s:7.4166 	Average Loss:  0.14829143953405322
Iteration:  4300 	s:7.6925 	Average Loss:  0.22747580232232914
Iteration:  4400 	s:7.7310 	Average Loss:  0.2056811670715021
Iteration:  4500 	s:7.8352 	Average Loss:  0.22147367454326286
Iteration:  4600 	s:7.5449 	Average Loss:  0.14421054226063915
Iteration:  4700 	s:7.4348 	Average Loss:  0.09982970532622022
Iteration:  4800 	s:7.5047 	Average Loss:  0.18684768420309703
Iteration:  4900 	s:7.7872 	Average Loss:  0.2227489282067672
Iteration:  5000 	s:7.7019 	Average Loss:  0.11172378695154066
Epoch time:  390.5074303150177
Epoch 2
Iteration:  5100 	s:7.4475 	Average Loss:  0.10551858554065113
Iteration:  5200 	s:7.5932 	Average Loss:  0.15909645857515511
Iteration:  5300 	s:7.5739 	Average Loss:  0.24796101380946284
Iteration:  5400 	s:7.7437 	Average Loss:  0.16113617225649704
Iteration:  5500 	s:7.5749 	Average Loss:  0.10382781664051378
Iteration:  5600 	s:7.3981 	Average Loss:  0.05758848569051861
Iteration:  5700 	s:7.3771 	Average Loss:  0.15246869075776362
Iteration:  5800 	s:7.7072 	Average Loss:  0.18205036274110423
Iteration:  5900 	s:7.6977 	Average Loss:  0.14159011883390576
Iteration:  6000 	s:7.7469 	Average Loss:  0.11411429740629682
Iteration:  6100 	s:7.4498 	Average Loss:  0.12244928964654136
Iteration:  6200 	s:7.2760 	Average Loss:  0.08083070980622616
Iteration:  6300 	s:7.2112 	Average Loss:  0.13636613533926809
Iteration:  6400 	s:7.2618 	Average Loss:  0.09896646069075508
Iteration:  6500 	s:7.5601 	Average Loss:  0.17607106379690868
Iteration:  6600 	s:7.3124 	Average Loss:  0.07161699608741959
Iteration:  6700 	s:7.3413 	Average Loss:  0.10412199598797195
Iteration:  6800 	s:7.5358 	Average Loss:  0.1650508367275206
Iteration:  6900 	s:7.6238 	Average Loss:  0.10574631508214352
Iteration:  7000 	s:7.4639 	Average Loss:  0.11628406737254046
Iteration:  7100 	s:7.4539 	Average Loss:  0.15265514793565907
Iteration:  7200 	s:7.4771 	Average Loss:  0.19910867946995997
Iteration:  7300 	s:7.6292 	Average Loss:  0.18781382185048615
Iteration:  7400 	s:7.6681 	Average Loss:  0.12965160541828424
Iteration:  7500 	s:7.3232 	Average Loss:  0.04641765850013712
Iteration:  7600 	s:7.3080 	Average Loss:  0.07662702783602487
Iteration:  7700 	s:7.2190 	Average Loss:  0.07993944761184289
Iteration:  7800 	s:7.2900 	Average Loss:  0.1060377756590454
Iteration:  7900 	s:7.1979 	Average Loss:  0.10018606168734817
Iteration:  8000 	s:7.4427 	Average Loss:  0.12880811953118745
Iteration:  8100 	s:7.1781 	Average Loss:  0.06814451677110038
Iteration:  8200 	s:7.2514 	Average Loss:  0.134294225109376
Iteration:  8300 	s:7.3426 	Average Loss:  0.12855827443104495
Iteration:  8400 	s:6.9757 	Average Loss:  0.053314380184462606
Iteration:  8500 	s:7.2981 	Average Loss:  0.12740671236761242
Iteration:  8600 	s:7.1142 	Average Loss:  0.11197200065773692
Iteration:  8700 	s:7.2892 	Average Loss:  0.1431548268038212
Iteration:  8800 	s:7.1755 	Average Loss:  0.05673210731409884
Iteration:  8900 	s:6.9402 	Average Loss:  0.04116331198389703
Iteration:  9000 	s:7.2744 	Average Loss:  0.14668995460077752
Iteration:  9100 	s:7.2376 	Average Loss:  0.11808104117173109
Iteration:  9200 	s:7.1420 	Average Loss:  0.08507237992378841
Iteration:  9300 	s:7.3405 	Average Loss:  0.17989431139693643
Iteration:  9400 	s:7.6515 	Average Loss:  0.23476804189561737
Iteration:  9500 	s:7.6629 	Average Loss:  0.09961084269302574
Iteration:  9600 	s:7.3246 	Average Loss:  0.06754594552765147
Iteration:  9700 	s:7.2596 	Average Loss:  0.0513931685170407
Iteration:  9800 	s:6.9399 	Average Loss:  0.09505673302008975
Iteration:  9900 	s:7.1647 	Average Loss:  0.13876505982698098
Iteration:  10000 	s:7.2067 	Average Loss:  0.07513211739297787
Epoch time:  368.6670825481415
Epoch 3
Iteration:  10100 	s:7.1481 	Average Loss:  0.0810532281327085
Iteration:  10200 	s:7.4584 	Average Loss:  0.10064238287347557
Iteration:  10300 	s:7.2649 	Average Loss:  0.1445354310313689
Iteration:  10400 	s:7.1422 	Average Loss:  0.09636424306680709
Iteration:  10500 	s:6.8640 	Average Loss:  0.05592877487655623
Iteration:  10600 	s:6.7868 	Average Loss:  0.03043167348259546
Iteration:  10700 	s:6.8871 	Average Loss:  0.08693413232943517
Iteration:  10800 	s:7.0414 	Average Loss:  0.1169630895633905
Iteration:  10900 	s:7.0822 	Average Loss:  0.12911981208611892
Iteration:  11000 	s:7.4244 	Average Loss:  0.06724758485173432
Iteration:  11100 	s:7.2019 	Average Loss:  0.039930697617842424
Iteration:  11200 	s:7.1117 	Average Loss:  0.05102851448925274
Iteration:  11300 	s:6.9497 	Average Loss:  0.06267449996633853
Iteration:  11400 	s:6.8496 	Average Loss:  0.0676505593341685
Iteration:  11500 	s:7.3611 	Average Loss:  0.16686702452833643
Iteration:  11600 	s:7.0583 	Average Loss:  0.023386367174652936
Iteration:  11700 	s:6.7578 	Average Loss:  0.06954603434574139
Iteration:  11800 	s:7.2240 	Average Loss:  0.1507644091279023
Iteration:  11900 	s:7.2586 	Average Loss:  0.10335659648770373
Iteration:  12000 	s:7.0615 	Average Loss:  0.0846272397255531
Iteration:  12100 	s:6.9106 	Average Loss:  0.08603792483619635
Iteration:  12200 	s:7.1242 	Average Loss:  0.16248924522279493
Iteration:  12300 	s:7.5490 	Average Loss:  0.13751500461530866
Iteration:  12400 	s:7.3388 	Average Loss:  0.116591663877096
Iteration:  12500 	s:7.2091 	Average Loss:  0.03416183297454319
Iteration:  12600 	s:7.1621 	Average Loss:  0.025782153064402458
Iteration:  12700 	s:6.7556 	Average Loss:  0.021766640072591565
Iteration:  12800 	s:6.5709 	Average Loss:  0.060318271443763255
Iteration:  12900 	s:6.8135 	Average Loss:  0.11931126425727286
Iteration:  13000 	s:7.2819 	Average Loss:  0.11684552791839577
Iteration:  13100 	s:7.3081 	Average Loss:  0.050264907610588584
Iteration:  13200 	s:6.9760 	Average Loss:  0.14590037034065959
Iteration:  13300 	s:7.2522 	Average Loss:  0.071079949139063
Iteration:  13400 	s:6.7924 	Average Loss:  0.04478032127321027
Iteration:  13500 	s:6.9030 	Average Loss:  0.11486006147126698
Iteration:  13600 	s:7.0412 	Average Loss:  0.08116862809370097
Iteration:  13700 	s:7.1770 	Average Loss:  0.13652447491142763
Iteration:  13800 	s:7.2021 	Average Loss:  0.04393695973187767
Iteration:  13900 	s:6.8643 	Average Loss:  0.05769336640537476
Iteration:  14000 	s:7.1471 	Average Loss:  0.12313474707733224
Iteration:  14100 	s:7.0949 	Average Loss:  0.09998345100630626
Iteration:  14200 	s:6.9712 	Average Loss:  0.07339849861403773
Iteration:  14300 	s:6.8587 	Average Loss:  0.08492995584354496
Iteration:  14400 	s:6.9468 	Average Loss:  0.16161529961960913
Iteration:  14500 	s:7.2694 	Average Loss:  0.10431484043901015
Iteration:  14600 	s:7.1636 	Average Loss:  0.04675521745993412
Iteration:  14700 	s:6.9227 	Average Loss:  0.03198923857717634
Iteration:  14800 	s:6.7908 	Average Loss:  0.04565764686104097
Iteration:  14900 	s:6.8936 	Average Loss:  0.08783169065838684
Iteration:  15000 	s:6.6727 	Average Loss:  0.054437174212758066
Epoch time:  352.9030396938324
Epoch 4
Iteration:  15100 	s:6.6655 	Average Loss:  0.0535811732240803
Iteration:  15200 	s:6.7419 	Average Loss:  0.17262630733598883
Iteration:  15300 	s:6.8069 	Average Loss:  0.07894638304798379
Iteration:  15400 	s:6.8704 	Average Loss:  0.08278115308088822
Iteration:  15500 	s:6.6425 	Average Loss:  0.1321584318294094
Iteration:  15600 	s:6.6175 	Average Loss:  0.046038122227699325
Iteration:  15700 	s:6.6034 	Average Loss:  0.02815560388649777
Iteration:  15800 	s:6.4672 	Average Loss:  0.054998714100191595
Iteration:  15900 	s:6.6553 	Average Loss:  0.14153940738767395
Iteration:  16000 	s:7.0937 	Average Loss:  0.0467691814578937
Iteration:  16100 	s:6.9219 	Average Loss:  0.044635674428731134
Iteration:  16200 	s:6.7911 	Average Loss:  0.03245725364491391
Iteration:  16300 	s:6.8175 	Average Loss:  0.05182257673863697
Iteration:  16400 	s:6.4364 	Average Loss:  0.07126827401316216
Iteration:  16500 	s:6.9744 	Average Loss:  0.136913471581138
Iteration:  16600 	s:6.9519 	Average Loss:  0.03848557670886809
Iteration:  16700 	s:6.6757 	Average Loss:  0.04085850120136784
Iteration:  16800 	s:7.0225 	Average Loss:  0.07640691286821347
Iteration:  16900 	s:7.1365 	Average Loss:  0.058891347552542175
Iteration:  17000 	s:6.8280 	Average Loss:  0.06679927631613608
Iteration:  17100 	s:6.8080 	Average Loss:  0.11386711763734908
Iteration:  17200 	s:6.9881 	Average Loss:  0.11223884532333937
Iteration:  17300 	s:7.0987 	Average Loss:  0.11350769171642039
Iteration:  17400 	s:7.0768 	Average Loss:  0.09109566463677188
Iteration:  17500 	s:6.7017 	Average Loss:  0.024945319672554884
Iteration:  17600 	s:6.9466 	Average Loss:  0.04662732900299554
Iteration:  17700 	s:6.2777 	Average Loss:  0.020678869915346808
Iteration:  17800 	s:6.0160 	Average Loss:  0.0424208304403322
Iteration:  17900 	s:6.2944 	Average Loss:  0.06703086092006763
Iteration:  18000 	s:7.0019 	Average Loss:  0.14866639381656113
Iteration:  18100 	s:6.8011 	Average Loss:  0.05754859338675049
Iteration:  18200 	s:6.7626 	Average Loss:  0.08085961404010064
Iteration:  18300 	s:6.8422 	Average Loss:  0.10251943320247743
Iteration:  18400 	s:6.7504 	Average Loss:  0.10206545631644798
Iteration:  18500 	s:7.0108 	Average Loss:  0.06622080528152731
Iteration:  18600 	s:6.7035 	Average Loss:  0.06318444669901627
Iteration:  18700 	s:6.9213 	Average Loss:  0.10858476221396396
Iteration:  18800 	s:6.7257 	Average Loss:  0.04313226630851517
Iteration:  18900 	s:6.6141 	Average Loss:  0.04470056776663504
Iteration:  19000 	s:7.0258 	Average Loss:  0.13891421589144032
Iteration:  19100 	s:7.0367 	Average Loss:  0.057098125186404974
Iteration:  19200 	s:6.6519 	Average Loss:  0.06870555234891569
Iteration:  19300 	s:6.5665 	Average Loss:  0.09356054399198711
Iteration:  19400 	s:6.9054 	Average Loss:  0.1258272983867741
Iteration:  19500 	s:7.1120 	Average Loss:  0.07343549288210391
Iteration:  19600 	s:6.9084 	Average Loss:  0.07395416844904969
Iteration:  19700 	s:6.7423 	Average Loss:  0.04299763242097318
Iteration:  19800 	s:6.7508 	Average Loss:  0.03827026975022477
Iteration:  19900 	s:6.7224 	Average Loss:  0.0587646670457474
Iteration:  20000 	s:6.4722 	Average Loss:  0.05058454061218134
Epoch time:  338.9402575492859
Epoch 5
Iteration:  20100 	s:6.5399 	Average Loss:  0.022229770944825863
Iteration:  20200 	s:6.4871 	Average Loss:  0.1604993988804503
Iteration:  20300 	s:6.3775 	Average Loss:  0.06234065888730068
Iteration:  20400 	s:6.6691 	Average Loss:  0.07484481069980436
Iteration:  20500 	s:6.5116 	Average Loss:  0.07393308071729962
Iteration:  20600 	s:6.5547 	Average Loss:  0.01114550585248007
Iteration:  20700 	s:6.2819 	Average Loss:  0.027705088730248947
Iteration:  20800 	s:6.5978 	Average Loss:  0.06878408267718529
Iteration:  20900 	s:6.3394 	Average Loss:  0.08767861063015517
Iteration:  21000 	s:6.6489 	Average Loss:  0.030858400730682183
Iteration:  21100 	s:6.4360 	Average Loss:  0.052929547433146755
Iteration:  21200 	s:6.6784 	Average Loss:  0.03690460417269874
Iteration:  21300 	s:6.4296 	Average Loss:  0.048007667317266606
Iteration:  21400 	s:6.3366 	Average Loss:  0.048685265485089425
Iteration:  21500 	s:6.5753 	Average Loss:  0.11351163975187369
Iteration:  21600 	s:6.4407 	Average Loss:  0.029693238829105732
Iteration:  21700 	s:6.2955 	Average Loss:  0.028382542325609297
Iteration:  21800 	s:6.4573 	Average Loss:  0.0576877165758476
Iteration:  21900 	s:6.7979 	Average Loss:  0.047179807880596746
Iteration:  22000 	s:6.5949 	Average Loss:  0.0646827363318183
Iteration:  22100 	s:6.3955 	Average Loss:  0.07760747735786269
Iteration:  22200 	s:6.4199 	Average Loss:  0.14346725335799612
Iteration:  22300 	s:6.8152 	Average Loss:  0.0825106546150888
Iteration:  22400 	s:6.8773 	Average Loss:  0.07574735415501188
Iteration:  22500 	s:6.5894 	Average Loss:  0.020372955037162913
Iteration:  22600 	s:7.0601 	Average Loss:  0.051055718605980065
Iteration:  22700 	s:6.4502 	Average Loss:  0.020488536382618827
Iteration:  22800 	s:5.9041 	Average Loss:  0.0541540794445995
Iteration:  22900 	s:6.3626 	Average Loss:  0.07885019664008654
Iteration:  23000 	s:6.5262 	Average Loss:  0.0782432535755839
Iteration:  23100 	s:6.3884 	Average Loss:  0.03183234820305771
Iteration:  23200 	s:6.3904 	Average Loss:  0.05793725096229725
