Caching ACs
Training  for 10 epoch(s)
Epoch 1
Iteration:  100 	s:7.8317 	Average Loss:  2.754976553916931
Iteration:  200 	s:7.1932 	Average Loss:  2.5841483801603315
Iteration:  300 	s:7.1828 	Average Loss:  2.4731810909509657
Iteration:  400 	s:7.1078 	Average Loss:  2.2545577412843705
Iteration:  500 	s:6.9376 	Average Loss:  1.77894027227303
Iteration:  600 	s:6.9796 	Average Loss:  1.278260579011403
Iteration:  700 	s:6.9332 	Average Loss:  1.0150243881205097
Iteration:  800 	s:6.8607 	Average Loss:  0.7214100378472358
Iteration:  900 	s:6.7003 	Average Loss:  0.5920593368927802
Iteration:  1000 	s:7.1604 	Average Loss:  0.5181739568994089
Iteration:  1100 	s:6.9342 	Average Loss:  0.581937073264562
Iteration:  1200 	s:7.1415 	Average Loss:  0.4409870147894253
Iteration:  1300 	s:7.0222 	Average Loss:  0.49836634758567017
Iteration:  1400 	s:6.5842 	Average Loss:  0.41228288930513374
Iteration:  1500 	s:6.5988 	Average Loss:  0.442548625174968
Iteration:  1600 	s:6.5556 	Average Loss:  0.30156610933010597
Iteration:  1700 	s:6.5720 	Average Loss:  0.2837099528496128
Iteration:  1800 	s:6.4926 	Average Loss:  0.4439588467621797
Iteration:  1900 	s:6.5858 	Average Loss:  0.3585183902941662
Iteration:  2000 	s:6.5524 	Average Loss:  0.4542098546340276
Iteration:  2100 	s:6.6721 	Average Loss:  0.4285138776693566
Iteration:  2200 	s:6.3781 	Average Loss:  0.4445701919014391
Iteration:  2300 	s:6.4868 	Average Loss:  0.3209470861275258
Iteration:  2400 	s:6.4971 	Average Loss:  0.42821760943101256
Iteration:  2500 	s:6.4308 	Average Loss:  0.15089475450887221
Iteration:  2600 	s:6.4001 	Average Loss:  0.2489217672986979
Iteration:  2700 	s:6.2877 	Average Loss:  0.16466315951688965
Iteration:  2800 	s:6.4178 	Average Loss:  0.24496036284090747
Iteration:  2900 	s:6.3366 	Average Loss:  0.25601674200842356
Iteration:  3000 	s:6.5978 	Average Loss:  0.26873015395420224
Iteration:  3100 	s:6.6566 	Average Loss:  0.19298474833694523
Iteration:  3200 	s:6.6363 	Average Loss:  0.18789039947801964
Iteration:  3300 	s:6.9431 	Average Loss:  0.41305030759665
Iteration:  3400 	s:6.7076 	Average Loss:  0.21908751466476134
Iteration:  3500 	s:6.6790 	Average Loss:  0.2444017126371273
Iteration:  3600 	s:6.4097 	Average Loss:  0.2959642674899937
Iteration:  3700 	s:6.4995 	Average Loss:  0.37271338323250347
Iteration:  3800 	s:6.4841 	Average Loss:  0.15762156559837875
Iteration:  3900 	s:6.4264 	Average Loss:  0.22642863549205441
Iteration:  4000 	s:6.3163 	Average Loss:  0.33196782134287345
Iteration:  4100 	s:6.3460 	Average Loss:  0.17413152833566936
Iteration:  4200 	s:6.1663 	Average Loss:  0.222159858411487
Iteration:  4300 	s:6.2986 	Average Loss:  0.240885671258442
Iteration:  4400 	s:6.5165 	Average Loss:  0.40003269738668223
Iteration:  4500 	s:6.7000 	Average Loss:  0.24641368789974877
Iteration:  4600 	s:6.4154 	Average Loss:  0.15046800596055573
Iteration:  4700 	s:6.3107 	Average Loss:  0.12770301614151275
