task name,random seed,sample count,accuracy epoch 1,accuracy epoch 2,accuracy epoch 3,accuracy epoch 4,accuracy epoch 5,accuracy epoch 6,accuracy epoch 7,accuracy epoch 8,accuracy epoch 9,accuracy epoch 10,accuracy epoch 11,accuracy epoch 12,accuracy epoch 13,accuracy epoch 14,accuracy epoch 15,accuracy epoch 16,accuracy epoch 17,accuracy epoch 18,accuracy epoch 19,accuracy epoch 20,accuracy epoch 21,accuracy epoch 22,accuracy epoch 23,accuracy epoch 24,accuracy epoch 25,accuracy epoch 26,accuracy epoch 27,accuracy epoch 28,accuracy epoch 29,accuracy epoch 30,time epoch 1,time epoch 2,time epoch 3,time epoch 4,time epoch 5,time epoch 6,time epoch 7,time epoch 8,time epoch 9,time epoch 10,time epoch 11,time epoch 12,time epoch 13,time epoch 14,time epoch 15,time epoch 16,time epoch 17,time epoch 18,time epoch 19,time epoch 20,time epoch 21,time epoch 22,time epoch 23,time epoch 24,time epoch 25,time epoch 26,time epoch 27,time epoch 28,time epoch 29,time epoch 30
miner_coffee_leaf_severity,3177,100,0.372093,0.372093,0.372093,0.488372,0.395349,0.511628,0.348837,0.302326,0.232558,0.232558,0.232558,0.232558,0.395349,0.302326,0.27907,0.27907,0.255814,0.372093,0.44186,0.302326,0.325581,0.348837,0.302326,0.372093,0.372093,0.325581,0.372093,0.465116,0.372093,0.44186,7.3023,4.632,4.6713,4.569,4.3697,4.3667,4.3656,4.2088,4.2364,4.2456,4.1379,3.9829,4.0977,4.0389,4.1775,4.4314,4.2828,4.1633,4.3924,4.3547,4.6553,4.0752,4.1957,4.2545,4.4698,3.9491,4.3071,4.554,4.1952,4.2061
miner_coffee_leaf_severity,5848,100,0.186047,0.209302,0.186047,0.186047,0.186047,0.186047,0.186047,0.186047,0.209302,0.325581,0.232558,0.302326,0.348837,0.325581,0.325581,0.325581,0.27907,0.255814,0.302326,0.302326,0.209302,0.27907,0.348837,0.465116,0.302326,0.372093,0.418605,0.27907,0.418605,0.27907,7.6814,3.8585,4.5843,4.4387,4.3993,4.1521,4.4983,4.5723,4.3956,4.4348,3.9961,4.1992,4.5994,4.2011,4.2899,4.3931,4.3035,4.0656,4.0955,4.0005,4.3095,4.2868,4.1989,4.7079,4.4616,4.6464,3.9114,4.5091,4.6285,4.4352
miner_coffee_leaf_severity,9175,100,0.209302,0.372093,0.488372,0.395349,0.27907,0.186047,0.209302,0.348837,0.348837,0.418605,0.372093,0.604651,0.372093,0.348837,0.302326,0.325581,0.302326,0.418605,0.348837,0.325581,0.302326,0.302326,0.372093,0.348837,0.348837,0.348837,0.395349,0.27907,0.325581,0.209302,7.5115,4.1981,4.6577,3.8917,4.3916,4.3593,4.2783,4.8123,4.3401,4.3598,3.9519,4.3253,4.4981,4.5212,4.1432,4.4602,4.0353,4.377,4.5035,4.2129,4.4271,4.1901,4.1638,4.0843,4.3144,3.9352,4.8236,4.1496,4.1615,4.1225
