task name,random seed,sample count,accuracy epoch 1,accuracy epoch 2,accuracy epoch 3,accuracy epoch 4,accuracy epoch 5,accuracy epoch 6,accuracy epoch 7,accuracy epoch 8,accuracy epoch 9,accuracy epoch 10,time epoch 1,time epoch 2,time epoch 3,time epoch 4,time epoch 5,time epoch 6,time epoch 7,time epoch 8,time epoch 9,time epoch 10
palindrome_number_mnist,3177,100,0.908,0.936,0.946,0.954,0.954,0.964,0.974,0.978,0.978,0.976,46.0865,44.5041,43.9054,43.4469,44.8611,42.5186,44.624,43.679,43.2426,46.0844
palindrome_number_mnist,5848,100,0.898,0.92,0.934,0.932,0.928,0.934,0.942,0.934,0.94,0.946,45.5758,44.9971,44.5118,44.1632,42.68,47.115,45.1436,47.3368,42.9066,43.1486
palindrome_number_mnist,9175,100,0.906,0.932,0.954,0.952,0.95,0.954,0.956,0.962,0.954,0.962,47.9574,43.2231,42.6049,42.9299,42.9939,42.4907,46.8427,43.4813,42.8214,43.9819
palindrome_number_svhn,3177,100,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,53.304,50.5895,50.603,51.465,50.2868,51.9248,53.3396,51.3184,51.6701,51.8664
palindrome_number_svhn,5848,100,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,54.72,52.0209,52.5106,51.597,52.4855,51.5447,54.9815,52.195,53.4938,52.2443
palindrome_number_svhn,9175,100,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,55.8018,53.2721,53.1564,52.5455,53.3416,52.8961,55.2504,53.2897,53.8921,55.447
