task name,random seed,sample count,accuracy epoch 1,accuracy epoch 2,accuracy epoch 3,accuracy epoch 4,accuracy epoch 5,accuracy epoch 6,accuracy epoch 7,accuracy epoch 8,accuracy epoch 9,accuracy epoch 10,time epoch 1,time epoch 2,time epoch 3,time epoch 4,time epoch 5,time epoch 6,time epoch 7,time epoch 8,time epoch 9,time epoch 10
palindrome_number_mnist,3177,100,0.908,0.936,0.946,0.954,0.954,0.964,0.974,0.978,0.978,0.976,143.8755,140.0126,138.805,138.2451,145.3391,141.654,139.1043,142.9824,142.7155,138.8716
palindrome_number_mnist,5848,100,0.898,0.92,0.934,0.932,0.928,0.934,0.942,0.934,0.94,0.946,59.4631,119.8632,147.4407,146.1561,151.3426,142.5218,144.7792,152.041,148.2537,146.2072
palindrome_number_mnist,9175,100,0.906,0.932,0.954,0.952,0.95,0.954,0.956,0.962,0.954,0.962,147.0193,141.5345,141.008,139.0194,143.7018,146.2091,142.0744,140.4817,147.1307,140.7227
palindrome_number_svhn,3177,100,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,227.3034,225.5035,232.8877,228.8851,230.5726,228.3512,224.7131,233.5702,209.0358,216.9836
palindrome_number_svhn,5848,100,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,0.898,219.2886,214.2651,213.1148,211.6057,215.4077,213.4527,207.7015,209.4854,216.9013,211.94
palindrome_number_svhn,9175,100,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,213.1407,211.3274,206.914,212.2366,212.115,213.9703,213.2037,217.599,203.0087,208.2952
