task name,random seed,accuracy epoch 1,accuracy epoch 2,accuracy epoch 3,accuracy epoch 4,accuracy epoch 5,accuracy epoch 6,accuracy epoch 7,accuracy epoch 8,accuracy epoch 9,accuracy epoch 10,time epoch 1,time epoch 2,time epoch 3,time epoch 4,time epoch 5,time epoch 6,time epoch 7,time epoch 8,time epoch 9,time epoch 10
permutations_ii_mnist,3177,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,72.1991,71.4807,76.7485,57.2046,53.7144,66.2886,66.4537,72.992,72.3939,74.4509
permutations_ii_mnist,5848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2584,69.5929,79.6458,70.3348,65.6667,81.1094,77.2352,79.0012,80.5965,70.997
permutations_ii_mnist,9175,0.0,0.0,0.004,0.002,0.002,0.0,0.002,0.002,0.0,0.0,76.3845,77.0266,78.1515,76.2799,73.1976,72.8242,76.3879,67.4441,55.8328,72.5464
permutations_ii_svhn,3177,0.002,0.002,0.002,0.004,0.002,0.004,0.0,0.0,0.0,0.002,87.7315,87.4137,78.9087,80.916,82.479,84.3179,82.4284,79.3922,76.4569,64.808
permutations_ii_svhn,5848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.743,87.8701,88.9941,85.4501,70.0273,87.3028,87.3858,89.4444,77.5314,81.5425
permutations_ii_svhn,9175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.8106,71.8877,73.5573,71.0938,69.8823,74.8006,69.6949,73.7118,76.1333,76.5268
