random seed,grad_type,task_type,sample count,accuracy epoch 1,accuracy epoch 2,accuracy epoch 3,accuracy epoch 4,accuracy epoch 5,accuracy epoch 6,accuracy epoch 7,accuracy epoch 8,accuracy epoch 9,accuracy epoch 10,accuracy epoch 11,accuracy epoch 12,accuracy epoch 13,accuracy epoch 14,accuracy epoch 15,accuracy epoch 16,accuracy epoch 17,accuracy epoch 18,accuracy epoch 19,accuracy epoch 20,accuracy epoch 21,accuracy epoch 22,accuracy epoch 23,accuracy epoch 24,accuracy epoch 25,accuracy epoch 26,accuracy epoch 27,accuracy epoch 28,accuracy epoch 29,accuracy epoch 30,accuracy epoch 31,accuracy epoch 32,accuracy epoch 33,accuracy epoch 34,accuracy epoch 35,accuracy epoch 36,accuracy epoch 37,accuracy epoch 38,accuracy epoch 39,accuracy epoch 40,accuracy epoch 41,accuracy epoch 42,accuracy epoch 43,accuracy epoch 44,accuracy epoch 45,accuracy epoch 46,accuracy epoch 47,accuracy epoch 48,accuracy epoch 49,accuracy epoch 50,accuracy epoch 51,accuracy epoch 52,accuracy epoch 53,accuracy epoch 54,accuracy epoch 55,accuracy epoch 56,accuracy epoch 57,accuracy epoch 58,accuracy epoch 59,accuracy epoch 60,accuracy epoch 61,accuracy epoch 62,accuracy epoch 63,accuracy epoch 64,accuracy epoch 65,accuracy epoch 66,accuracy epoch 67,accuracy epoch 68,accuracy epoch 69,accuracy epoch 70,accuracy epoch 71,accuracy epoch 72,accuracy epoch 73,accuracy epoch 74,accuracy epoch 75,accuracy epoch 76,accuracy epoch 77,accuracy epoch 78,accuracy epoch 79,accuracy epoch 80,accuracy epoch 81,accuracy epoch 82,accuracy epoch 83,accuracy epoch 84,accuracy epoch 85,accuracy epoch 86,accuracy epoch 87,accuracy epoch 88,accuracy epoch 89,accuracy epoch 90,accuracy epoch 91,accuracy epoch 92,accuracy epoch 93,accuracy epoch 94,accuracy epoch 95,accuracy epoch 96,accuracy epoch 97,accuracy epoch 98,accuracy epoch 99,accuracy epoch 100
3177,icr,leaves,7,0.081818,0.063636,0.1,0.118182,0.118182,0.118182,0.163636,0.154545,0.163636,0.163636,0.163636,0.154545,0.181818,0.172727,0.181818,0.163636,0.172727,0.172727,0.172727,0.181818,0.172727,0.181818,0.190909,0.172727,0.136364,0.163636,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.172727,0.190909,0.190909,0.190909,0.172727,0.245455,0.190909,0.181818,0.181818,0.190909,0.181818,0.181818,0.190909,0.190909,0.209091,0.254545,0.245455
5848,icr,leaves,7,0.136364,0.1,0.1,0.118182,0.254545,0.263636,0.236364,0.236364,0.263636,0.290909,0.281818,0.245455,0.281818,0.290909,0.290909,0.272727,0.290909,0.290909,0.290909,0.290909,0.272727,0.272727,0.290909,0.290909,0.281818,0.272727,0.3,0.263636,0.290909,0.290909,0.272727,0.290909,0.281818,0.309091,0.309091,0.290909,0.290909,0.290909,0.281818,0.309091,0.309091,0.272727,0.281818,0.290909,0.245455,0.290909,0.290909,0.309091,0.309091,0.290909
9175,icr,leaves,7,0.118182,0.1,0.136364,0.118182,0.127273,0.190909,0.190909,0.218182,0.190909,0.2,0.227273,0.190909,0.236364,0.263636,0.254545,0.254545,0.254545,0.254545,0.245455,0.254545,0.227273,0.236364,0.254545,0.272727,0.263636,0.263636,0.245455,0.272727,0.236364,0.245455,0.245455,0.272727,0.272727,0.209091,0.254545,0.2,0.2,0.218182,0.218182,0.218182,0.218182,0.254545,0.254545,0.218182,0.218182,0.218182,0.218182,0.245455,0.272727,0.272727
3177,reinforce,hwf,100,0.039,0.0755,0.118,0.1265,0.1405,0.1465,0.152,0.1565,0.16,0.162,0.157,0.174,0.1655,0.1855,0.175,0.171,0.18,0.181,0.172,0.1515,0.18,0.1815,0.1735,0.1985,0.1875,0.1915,0.1885,0.192,0.2005,0.197
5848,reinforce,hwf,100,0.0175,0.062,0.083,0.0845,0.092,0.093,0.091,0.0945,0.096,0.0945,0.097,0.096,0.0965,0.0965,0.099,0.0985,0.1025,0.102,0.104,0.1045,0.106,0.1125,0.1085,0.1055,0.115,0.109,0.107,0.1085,0.112,0.1095
9175,reinforce,hwf,100,0.022,0.071,0.0885,0.1025,0.0965,0.118,0.1345,0.1405,0.1375,0.148,0.141,0.152,0.1425,0.153,0.1585,0.1495,0.1475,0.1595,0.1565,0.144,0.1575,0.1595,0.161,0.1575,0.164,0.1665,0.1645,0.158,0.168,0.1635
3177,icr,hwf,2,0.044,0.075,0.077,0.0855,0.0905,0.0875,0.0895,0.094,0.0955,0.0925,0.095,0.0975,0.1015,0.105,0.1,0.101,0.1,0.1025,0.1025,0.1055,0.106,0.104,0.112,0.1145,0.1135,0.1205,0.1215,0.1265,0.1275,0.1335
5848,icr,hwf,2,0.0565,0.079,0.103,0.0985,0.1195,0.1185,0.1175,0.12,0.115,0.121,0.122,0.119,0.1255,0.133,0.138,0.146,0.15,0.1525,0.15,0.1565,0.163,0.161,0.174,0.1785,0.1705,0.178,0.1665,0.172,0.173,0.18
9175,icr,hwf,2,0.0375,0.067,0.0775,0.0785,0.078,0.08,0.0815,0.084,0.0845,0.0825,0.086,0.0875,0.0855,0.083,0.087,0.0875,0.0855,0.087,0.088,0.092,0.113,0.118,0.116,0.1165,0.1205,0.1285,0.126,0.1235,0.1245,0.126
3177,reinforce,sum_12,100,0.034814,0.040816,0.044418,0.044418,0.055222,0.063625,0.04922,0.080432,0.07443,0.084034,0.084034,0.106843,0.118848,0.109244,0.093637,0.092437,0.108043,0.128451,0.127251,0.110444,0.144058,0.122449,0.138055,0.134454,0.144058,0.158463,0.164466,0.156062,0.139256,0.144058,0.156062,0.140456,0.17527,0.182473,0.193277,0.186074,0.219688,0.218487,0.204082,0.201681,0.207683,0.212485,0.218487,0.211285,0.207683,0.226891,0.218487,0.232893,0.205282,0.187275,0.196879,0.202881,0.223289,0.220888,0.196879,0.193277,0.201681,0.222089,0.208884,0.19928,0.188475,0.193277,0.213685,0.201681,0.189676,0.208884,0.188475,0.184874,0.189676,0.207683,0.212485,0.201681,0.202881,0.22569,0.206483,0.20048,0.177671,0.190876,0.19928,0.183673,0.201681,0.20048,0.19928,0.198079,0.189676,0.220888,0.202881,0.214886,0.186074,0.182473,0.20048,0.196879,0.211285,0.186074,0.172869,0.205282,0.195678,0.178872,0.187275,0.168067
3177,icr,sum_12,1,0.021609,0.0,0.0,0.033613,0.033613,0.0,0.0,0.02401,0.0,0.002401,0.0,0.019208,0.021609,0.004802,0.004802,0.008403,0.013205,0.042017,0.010804,0.018007,0.031212,0.008403,0.032413,0.016807,0.0012,0.006002,0.022809,0.020408,0.027611,0.038415,0.037215,0.033613,0.013205,0.034814,0.040816,0.026411,0.040816,0.038415,0.0,0.037215,0.043217,0.012005,0.008403,0.036014,0.013205,0.02521,0.037215,0.039616,0.039616,0.040816,0.043217,0.010804,0.008403,0.027611,0.003601,0.02521,0.027611,0.032413,0.038415,0.032413,0.037215,0.027611,0.007203,0.033613,0.030012,0.036014,0.028812,0.019208,0.033613,0.038415,0.033613,0.030012,0.042017,0.012005,0.027611,0.043217,0.038415,0.028812,0.039616,0.039616,0.031212,0.0012,0.034814,0.016807,0.040816,0.028812,0.019208,0.039616,0.030012,0.032413,0.033613,0.044418,0.034814,0.031212,0.038415,0.012005,0.044418,0.048019,0.039616,0.040816
1234,reinforce,leaf,100,0.091743,0.091743,0.137615,0.137615,0.201835,0.229358,0.220183,0.220183,0.211009,0.229358,0.201835,0.220183,0.201835,0.211009,0.201835,0.201835,0.201835,0.220183,0.201835,0.201835,0.220183,0.220183,0.220183,0.201835,0.201835,0.211009,0.201835,0.211009,0.220183,0.201835,0.211009,0.211009,0.211009,0.220183,0.229358,0.201835,0.201835,0.201835,0.229358,0.220183,0.201835,0.183486,0.220183,0.201835,0.201835,0.211009,0.211009,0.211009,0.229358,0.229358
8725,reinforce,leaf,100,0.154545,0.181818,0.081818,0.172727,0.172727,0.172727,0.190909,0.163636,0.181818,0.2,0.190909,0.181818,0.209091,0.190909,0.209091,0.2,0.2,0.209091,0.209091,0.2,0.2,0.2,0.2,0.190909,0.2,0.209091,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.181818,0.2,0.2,0.190909,0.209091,0.218182,0.209091,0.218182,0.190909,0.227273,0.236364,0.209091,0.181818,0.227273,0.236364,0.236364,0.227273
1234,icr,leaf,7,0.091743,0.091743,0.165138,0.155963,0.284404,0.366972,0.348624,0.440367,0.33945,0.422018,0.357798,0.46789,0.431193,0.458716,0.449541,0.357798,0.449541,0.458716,0.46789,0.46789,0.458716,0.458716,0.46789,0.46789,0.486239,0.477064,0.449541,0.431193,0.486239,0.394495,0.449541,0.412844,0.431193,0.46789,0.40367,0.440367,0.46789,0.486239,0.504587,0.504587,0.449541,0.495413,0.477064,0.541284,0.53211,0.522936,0.550459,0.522936,0.522936,0.53211
8725,icr,leaf,7,0.081818,0.1,0.190909,0.145455,0.336364,0.318182,0.263636,0.3,0.290909,0.309091,0.281818,0.3,0.336364,0.345455,0.336364,0.354545,0.345455,0.318182,0.381818,0.372727,0.381818,0.409091,0.4,0.445455,0.427273,0.418182,0.445455,0.427273,0.390909,0.445455,0.409091,0.454545,0.427273,0.418182,0.454545,0.445455,0.454545,0.463636,0.463636,0.454545,0.445455,0.445455,0.472727,0.472727,0.463636,0.445455,0.436364,0.463636,0.445455,0.454545
